player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Brendan Chardonnet,328035,Stade Brestois,1715,france,2526,2367,27,27,6.99,1,3,4,0.7,1.38,51,3,42.86,79,86,42.16,216,739,955,83.33,77,58.33,55,0,0,0,69,5,1,0,9,174,27,0,0,1,20260428,12,89,1,0,26,0,9.09,15,38,32,6,1,0,,49,59.04,1,0,0,191,31,11,0,0,40.0,0,0,0,0,0.0,0,0,0,1,208,3,0,0,0,0,0,0,0,0,0,2367.0,0.0,0,11,0,5,6,1,50.0,0,33,19,57.58,11,111,2,7,126,58.6,204,361,785,1146,188.6,11,3,1520,20,4,0,52500.0,2730000.0,D,31.0,France
Warren Zaïre-Emery,1142672,Paris Saint-Germain,1644,france,2526,2366,30,26,6.98,2,4,6,1.21,3.41,35,2,14.29,544,37,67.27,1142,718,1860,93.84,16,72.73,6,0,0,0,142,8,1,7,9,21,30,0,0,30,20260428,19,103,1,0,33,0,11.11,0,22,16,6,2,0,,93,48.95,0,0,0,122,12,40,0,0,7.0,0,0,0,0,0.0,0,0,0,0,223,14,0,0,2,0,0,0,0,0,0,1183.0,0.0,0,9,9,5,6,29,64.44,0,47,29,61.7,40,51,45,14,109,51.42,55,1233,749,1982,209.5,18,2,2387,17,3,0,220192.0,11450000.0,M,19.0,France
Przemyslaw Frankowski,286909,Stade Rennais,1658,france,2526,1215,19,15,6.98,1,2,3,0.5,2.52,31,20,23.26,171,24,44.44,323,212,535,82.06,7,58.33,5,0,0,0,52,2,0,3,1,35,18,0,0,7,20260428,18,44,0,1,13,0,11.11,0,16,13,3,1,0,,54,58.06,1,0,0,117,8,31,0,1,1.0,0,2,0,1,0.0,0,0,0,0,221,8,0,0,0,0,0,0,0,0,0,1215.0,0.0,1,5,4,3,3,4,57.14,0,40,22,55.0,29,53,7,86,61,58.1,54,400,252,652,125.7,9,1,1005,10,5,0,59423.0,3090000.0,M,30.0,Poland
Yvon Mvogo,149656,Lorient,1656,france,2526,2520,28,28,6.98,0,0,0,,0.03,101,0,0.0,15,195,47.56,63,725,788,77.56,11,84.62,2,0,0,0,194,0,0,0,5,24,28,0,0,0,20260428,1,3,1,3,0,0,0.0,105,39,37,2,0,0,-3.94,3,75.0,0,29,0,228,1,0,0,0,0.0,0,0,0,0,0.0,5,0,0,0,235,0,11,0,0,6,42,24,66,0,13,0.0,0.0,0,0,0,0,0,1,100.0,5,1,1,100.0,0,146,1,0,14,82.35,410,218,798,1016,195.5,0,3,1264,4,0,0,35000.0,1820000.0,K,31.0,Switzerland
Julien Le Cardinal,1129751,Stade Brestois,1715,france,2526,327,5,3,6.98,1,0,1,0.82,0.14,4,0,0.0,8,7,33.33,24,94,118,81.94,14,56.0,11,0,0,0,7,0,0,0,0,23,5,0,0,0,20260428,3,17,0,0,2,0,20.0,0,9,9,0,1,0,,9,60.0,0,0,0,26,3,1,0,0,5.0,0,0,0,0,0.0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,327.0,0.0,0,5,0,3,2,0,0.0,0,5,4,80.0,1,11,1,0,23,57.5,21,38,106,144,34.9,5,0,208,4,1,0,,,,,
Pape Diop,1410217,Toulouse,1681,france,2526,1156,14,13,6.98,1,2,3,1.33,1.35,23,3,21.43,145,28,60.87,262,282,544,87.46,7,53.85,6,0,0,0,89,2,2,7,3,12,14,0,0,16,20260428,20,64,0,0,15,0,3.57,1,20,16,4,0,1,,53,47.75,0,0,0,78,30,18,0,0,6.0,0,0,0,0,0.0,0,0,0,0,139,10,0,0,1,0,0,0,0,0,0,1156.0,0.0,2,4,24,10,11,4,36.36,0,32,18,56.25,18,38,11,14,60,48.39,46,322,300,622,97.7,28,1,847,17,2,0,10577.0,550000.0,M,22.0,Senegal
Gauthier Hein,842391,Metz,1651,france,2526,2084,26,23,6.98,8,6,14,7.5,3.55,71,27,22.88,346,101,83.47,624,520,1144,90.36,7,35.0,13,0,0,0,82,7,1,16,2,4,26,0,0,34,20260428,16,89,0,1,15,1,21.05,0,56,47,9,7,1,,37,32.74,1,0,1,122,6,48,7,3,2.0,0,0,5,0,100.0,0,5,0,0,308,13,0,1,0,0,0,0,0,0,0,260.5,16.67,6,22,16,10,12,6,33.33,0,16,9,56.25,48,103,18,118,44,33.08,121,716,550,1266,181.4,38,2,1621,15,1,1,41923.0,2180000.0,F,29.0,France
Jonathan Fischer,1004550,Metz,1651,france,2526,2263,26,25,6.98,0,0,0,,0.03,58,0,0.0,17,142,44.1,72,642,714,79.69,11,91.67,1,0,0,0,183,0,0,0,4,24,26,0,0,0,20260428,1,2,0,0,0,0,0.0,128,56,47,9,0,0,-6.12,1,50.0,0,12,0,182,0,1,0,0,0.0,0,0,0,0,0.0,7,0,1,0,187,0,13,0,0,12,60,28,90,1,13,0.0,0.0,0,0,0,0,0,0,0.0,12,0,0,0.0,1,92,0,0,12,85.71,322,206,690,896,181.4,0,1,1142,4,0,0,15769.0,820000.0,K,24.0,Denmark
Amine Gouiri,859026,Olympique de Marseille,1641,france,2526,1124,19,13,6.97,7,3,10,5.44,2.68,10,13,36.11,120,7,63.64,198,80,278,83.23,7,41.18,10,0,0,0,35,6,5,9,0,2,19,0,0,19,20260428,6,69,0,1,10,0,21.21,0,21,21,0,7,0,,38,39.18,0,0,1,56,3,28,0,2,1.0,0,0,0,0,0.0,0,0,0,0,156,8,0,0,7,0,0,0,0,0,0,160.57,0.0,1,25,8,9,15,17,40.48,0,11,7,63.64,28,15,42,36,45,39.47,11,245,89,334,132.5,33,2,542,10,0,0,87500.0,4550000.0,F,25.0,Algeria
Pavel Šulc,957604,Olympique Lyonnais,1649,france,2526,1435,24,16,6.97,11,3,14,8.11,1.66,5,3,21.43,95,6,42.86,150,100,250,74.4,14,25.93,40,0,0,0,37,5,4,12,3,11,22,0,0,11,20260428,16,109,0,0,28,0,26.83,0,17,13,4,10,1,,51,42.5,3,0,0,86,7,18,1,6,0.0,0,0,0,0,0.0,0,0,0,0,178,7,0,0,7,0,0,0,0,0,0,130.45,0.0,0,35,6,13,16,15,50.0,0,22,11,50.0,18,16,30,14,65,37.36,14,216,120,336,153.4,41,1,580,14,2,0,52500.0,2730000.0,F,25.0,Czech Republic
Nabil Bentaleb,368120,Lille,1643,france,2526,1197,24,12,6.97,2,2,4,1.28,2.11,51,4,20.0,179,46,58.23,361,388,749,87.3,12,50.0,12,0,0,0,74,4,0,5,3,37,24,0,0,9,20260428,7,46,0,0,13,0,11.76,3,18,15,3,1,1,,37,52.11,0,0,0,109,15,11,2,0,6.0,0,0,1,0,100.0,0,1,0,0,152,6,0,0,0,0,0,0,0,0,0,598.5,0.0,1,4,13,7,5,4,44.44,0,15,9,60.0,11,83,9,20,49,51.58,79,442,416,858,167.3,17,1,1044,18,3,0,35000.0,1820000.0,M,31.0,Algeria
Emmanuel Emegha,1048333,RC Strasbourg,1659,france,2526,443,9,4,6.97,4,2,6,3.9,0.12,0,0,0.0,9,1,100.0,20,19,39,81.25,5,100.0,0,0,0,0,9,2,3,4,1,5,9,0,0,1,20260428,0,17,0,1,12,0,23.53,0,5,3,2,4,0,,12,41.38,1,0,0,9,0,3,1,3,0.0,0,0,0,0,0.0,0,0,0,0,24,1,0,0,2,0,0,0,0,0,0,110.75,0.0,1,16,1,5,8,3,42.86,0,0,0,0.0,3,0,7,0,17,50.0,1,26,22,48,62.7,17,1,102,9,3,0,27885.0,1450000.0,F,23.0,Netherlands
Samir El Mourabet,1605921,RC Strasbourg,1659,france,2526,1916,30,23,6.97,1,2,3,0.31,2.35,45,4,26.67,184,47,68.12,510,671,1181,90.29,8,34.78,15,0,0,0,116,5,0,6,2,21,30,0,0,16,20260428,18,82,2,4,22,0,9.09,0,22,20,2,0,1,,98,59.39,0,0,0,127,24,27,1,3,11.0,0,0,0,0,0.0,0,0,0,1,199,16,0,0,0,0,0,0,0,0,0,1916.0,0.0,0,2,9,4,1,13,54.17,0,66,34,51.52,27,79,24,15,106,56.38,69,608,700,1308,209.0,11,2,1626,19,4,0,17500.0,910000.0,M,20.0,Morocco
Brice Samba,164055,Stade Rennais,1658,france,2526,2700,30,30,6.97,0,0,0,,0.07,96,0,0.0,23,151,38.42,74,786,860,77.13,7,87.5,1,0,0,0,242,0,0,0,10,17,30,0,0,0,20260428,1,2,2,2,0,0,0.0,166,39,34,5,0,0,-0.57,5,83.33,0,18,0,255,0,2,0,0,0.0,0,0,0,0,0.0,5,0,2,0,262,0,4,0,0,22,57,24,82,0,18,0.0,0.0,0,0,0,0,0,0,0.0,21,1,0,0.0,2,176,0,0,12,85.71,393,252,863,1115,209.0,0,2,1383,7,4,0,97885.0,5090000.0,K,31.0,France
Jonathan Clauss,821728,Nice,1661,france,2526,2363,28,26,6.96,1,6,7,1.29,6.33,36,61,28.77,264,51,48.11,521,455,976,81.06,9,39.13,14,0,0,0,138,13,1,7,3,61,28,0,0,15,20260428,30,91,0,4,21,0,4.35,0,52,46,6,1,0,,105,57.69,0,0,0,228,46,59,0,1,6.0,0,1,0,1,0.0,0,0,0,1,459,10,0,0,1,0,0,0,0,0,0,2363.0,0.0,4,9,14,10,6,26,65.0,0,62,33,53.23,58,100,40,212,114,55.61,106,696,508,1204,195.0,23,2,1969,17,0,0,87500.0,4550000.0,D,33.0,France
Charlie Cresswell,1020744,Toulouse,1681,france,2526,2353,27,26,6.96,3,2,5,3.07,0.88,48,0,0.0,90,73,44.24,310,827,1137,86.07,126,64.95,68,0,0,0,68,1,3,6,8,164,27,0,0,6,20260428,20,119,0,1,29,0,8.82,47,33,29,4,3,0,,37,42.05,1,0,2,184,25,10,0,4,28.0,0,0,0,0,0.0,0,0,0,0,198,0,0,0,2,0,0,0,0,0,0,784.33,0.0,0,33,1,17,11,1,100.0,0,23,12,52.17,10,94,1,1,163,57.8,165,459,862,1321,188.0,34,2,1675,14,7,0,19231.0,1000000.0,D,23.0,England
Gessime Yassine,1638338,RC Strasbourg,1659,france,2526,409,10,5,6.96,0,1,1,0.78,1.32,3,3,21.43,59,1,33.33,90,38,128,85.33,0,0.0,0,0,0,0,19,3,1,3,0,0,8,0,0,12,20260428,5,37,0,0,7,0,0.0,0,7,6,1,0,0,,47,55.95,0,0,0,22,2,8,0,1,0.0,0,0,0,0,0.0,0,0,0,1,75,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,1,3,1,10,41.67,0,21,9,42.86,8,8,24,14,47,55.95,3,109,41,150,55.7,7,1,282,16,0,0,12308.0,640000.0,F,20.0,Morocco
Ruben Aguilar,579576,RC Lens,1648,france,2526,1565,22,19,6.96,2,2,4,0.92,2.27,24,15,17.86,222,19,41.3,402,264,666,84.52,13,59.09,9,0,0,0,77,6,0,3,3,26,22,0,0,5,20260428,13,55,0,0,23,0,15.38,0,20,15,5,2,0,,53,53.54,1,0,0,122,25,23,0,5,10.0,0,0,0,0,0.0,0,0,0,0,239,9,0,1,1,0,0,0,0,0,0,782.5,0.0,0,6,7,7,3,7,50.0,0,36,22,61.11,23,49,14,84,66,54.55,46,497,291,788,153.1,13,1,1238,10,3,1,45385.0,2360000.0,D,32.0,France
Diego Moreira,1142233,RC Strasbourg,1659,france,2526,1852,24,21,6.96,3,4,7,1.46,3.77,31,17,20.73,199,31,54.39,383,319,702,81.82,12,46.15,14,0,0,0,81,11,1,8,2,23,24,0,0,25,20260428,24,126,0,1,16,0,13.04,0,25,23,2,1,2,,94,45.63,0,0,0,156,17,33,3,8,4.0,0,2,0,0,0.0,0,0,0,0,348,12,0,0,0,0,0,0,0,0,0,617.33,0.0,2,10,13,6,9,28,37.33,0,42,22,52.38,31,66,75,82,106,45.69,57,500,358,858,167.0,23,2,1341,25,4,0,24423.0,1270000.0,M,21.0,Belgium
Lucas Chevalier,996953,Paris Saint-Germain,1644,france,2526,1530,17,17,6.95,0,0,0,,0.0,12,0,0.0,2,30,39.47,7,343,350,87.72,2,100.0,0,0,0,0,108,0,0,0,9,8,17,0,0,0,20260428,0,0,1,0,0,0,0.0,56,13,10,3,0,0,-0.42,1,100.0,0,7,0,49,0,0,0,0,0.0,0,0,0,0,0.0,3,0,1,0,51,0,4,0,0,3,23,10,33,0,4,0.0,0.0,0,0,0,0,0,0,0.0,3,0,0,0.0,0,19,0,0,3,100.0,76,38,361,399,118.2,0,1,512,1,0,0,122308.0,6360000.0,K,24.0,France
Mory Diaw,580226,Le Havre,1662,france,2526,2385,27,27,6.95,0,1,1,,0.07,37,0,0.0,24,160,42.9,93,552,645,74.14,5,100.0,0,0,0,0,253,1,0,0,6,21,27,1,0,0,20260428,1,1,1,2,0,0,0.0,194,39,38,1,0,0,-3.46,7,87.5,0,34,0,225,2,3,0,0,0.0,0,0,0,0,0.0,6,0,1,0,235,0,4,0,0,12,44,25,69,0,11,0.0,0.0,0,0,0,0,0,0,0.0,12,2,0,0.0,3,60,0,0,12,92.31,373,250,620,870,187.7,0,2,1158,6,1,0,17500.0,910000.0,K,32.0,Senegal
Odsonne Édouard,795228,RC Lens,1648,france,2526,1621,26,23,6.95,12,3,15,11.03,1.63,4,0,0.0,93,4,66.67,143,68,211,80.53,25,51.02,24,0,0,0,33,3,16,10,0,21,26,0,0,37,20260428,13,112,1,0,19,0,22.22,0,18,13,5,12,0,,41,31.78,3,0,2,51,2,17,2,10,3.0,0,0,1,0,100.0,0,1,0,1,147,13,0,0,7,0,0,0,0,0,0,135.08,0.0,2,43,11,16,28,15,42.86,0,10,5,50.0,17,8,35,1,66,37.08,6,183,79,262,180.7,54,3,526,17,2,0,59423.0,3090000.0,F,28.0,France
Rémy Cabella,72998,Nantes,1647,france,2526,505,10,5,6.95,1,0,1,2.09,1.06,11,15,48.39,85,11,50.0,150,125,275,83.08,6,54.55,5,0,0,0,34,1,2,2,0,1,10,0,0,7,20260428,6,27,0,0,7,0,16.67,0,14,10,4,1,0,,26,54.17,0,0,0,56,4,15,0,1,0.0,0,1,1,0,100.0,0,1,0,0,93,9,0,0,1,0,0,0,0,0,0,505.0,0.0,0,5,1,1,3,4,57.14,0,13,7,53.85,14,26,7,31,32,54.24,22,190,141,331,69.5,6,1,441,10,1,0,17500.0,910000.0,F,35.0,France
Geoffrey Kondogbia,96544,Olympique de Marseille,1641,france,2526,593,10,9,6.95,0,0,0,0.27,0.25,13,0,0.0,56,9,39.13,161,216,377,87.27,9,56.25,7,0,0,0,51,0,1,1,0,17,10,0,0,6,20260428,2,27,0,0,12,0,0.0,1,6,6,0,0,0,,28,58.33,0,0,0,55,10,2,0,0,5.0,0,0,0,0,0.0,0,0,0,0,69,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,1,2,1,6,100.0,0,14,8,57.14,2,35,6,1,37,57.81,23,203,229,432,69.5,4,0,528,8,3,0,104808.0,5450000.0,M,32.0,Central African Republic
Joris Chotard,976396,Stade Brestois,1715,france,2526,2505,29,28,6.95,2,1,3,1.28,1.06,66,10,23.81,183,72,51.06,407,444,851,80.43,26,60.47,17,0,0,0,115,0,2,7,8,86,29,0,0,4,20260428,26,80,0,1,28,0,8.33,0,41,34,7,0,2,,76,54.68,0,0,0,207,42,8,0,0,10.0,0,0,0,0,0.0,0,0,0,0,272,6,0,0,2,0,0,0,0,0,0,1252.5,0.0,0,3,21,10,7,4,44.44,0,61,33,54.1,8,132,9,42,102,56.04,141,561,497,1058,201.5,24,1,1445,12,2,0,26154.0,1360000.0,M,24.0,France
Mike Penders,1149148,RC Strasbourg,1659,france,2526,2610,29,29,6.95,0,0,0,,0.03,60,0,0.0,18,124,44.77,66,979,1045,86.22,5,100.0,0,0,0,0,216,0,0,0,8,17,29,0,0,0,20260428,0,1,3,3,1,0,0.0,103,39,36,3,0,0,2.9,1,50.0,0,20,0,167,0,0,0,0,0.0,0,0,0,1,0.0,5,0,1,0,173,0,8,0,0,4,64,26,90,4,18,0.0,0.0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,91,0,0,6,85.71,277,182,1030,1212,201.5,0,1,1439,2,3,0,19231.0,1000000.0,K,20.0,Belgium
Afonso Moreira,1215906,Olympique Lyonnais,1649,france,2526,1454,24,15,6.95,3,7,10,1.78,4.98,7,25,26.32,143,11,44.0,260,108,368,81.96,6,18.18,27,0,0,0,75,9,1,7,6,12,23,0,0,33,20260428,11,135,0,1,22,0,9.38,0,15,12,3,3,0,,90,45.45,0,0,0,81,10,27,0,4,0.0,0,0,0,0,0.0,0,0,0,0,284,13,0,0,3,0,0,0,0,0,0,484.67,0.0,1,20,12,14,11,19,30.65,0,29,18,62.07,27,19,62,95,96,41.56,25,328,121,449,159.8,32,2,880,43,3,0,12308.0,640000.0,F,20.0,Portugal
